Debra Weinstein,apprentice to the flower poet z 
Marilyn Johnson,lives in ruins 
John Sutherland,lives of the novelists 
Bruce Wagner,i'll let you go 
Spencer R Weart,discovery of global warming  the 
Jim Harrison,off to the side: a memoir 
Phil Zuckerman,living the secular life 
Barbara Ehrenreich,living with a wild god 
Craig R Whitney,living with guns 
Thomas Moran,anja the liar 
Allan Gurganus,Local Souls 
Charles D'Ambrosio,loitering 
Peter Ackroyd,london under 
John Gross,double thread  a 
Craig Taylor,londoners 
Richard Parker,lone star nation 
Anita Brookner,making things better 
Maud Casey,drastic: stories 
Mark Spragg,fruit of stone  the 
Don Delillo,cosmopolis 
Franz Wright,walking to martha's vineyard: poems 
Ed Young,wabi sabi 
Ed Young,wabi sabi 
Warren Bass,support any friend 
Jo Baker,Longbourn 
Daniel Mendelsohn,unfinished poems  the 
Stephen Sondheim,look  i made a hat 
Timothy Ferris,seeing in the dark 
Timur (1967- ) Vermes,look who's back 
Ved Mehta,all for love 
Allegra Goodman,all for love 
Dave Barry,tricky business 
John Rockwell,outsider: john rockwell on the arts  1967-2006 
Lorrie Moore,bark 
John Barnes,Losers in Space 
Bob Herbert,losing our way 
Roy Porter,flesh in the age of reason 
Edward St Aubyn,Lost for Words 
Joyce Maynard,usual rules  the 
Robert Kolker,lost girls 
Laura Restrepo,dark bride  the 
Lisa (1981- ) Graff,lost in the sun 
Julia Flynn Siler,lost kingdom 
Russell Banks,lost memory of skin 
Nadine Gordimer,loot: and other stories 
Anna Quindlen,Lots of Candles  Plenty of Cake 
Louis Begley,Memories of a Marriage 
Louis MacNeice,collected poems 
Louise Gluck,Faithful and Virtuous Night 
Louise Gluck,Poems 1962-2012 
Leslie Epstein,eighth wonder of the world  the 
Joseph Kanon,good german  the 
Fred G Leebron,in the middle of all this 
Clancy Martin,love and lies 
Edward Frenkel,love & math 
Peter Orner,Love and Shame and Love 
Ayelet Waldman,Love and Treasure 
Will Hermes,love goes to buildings on fire 
Daniel Jones,love illuminated 
Randall Kennedy,interracial intimacies 
Ludmila Ulitskaya,medea and her children 
Ben Schrank,Love Is a Canoe 
Nina Stibbe,love  nina 
Helen Fisher,why we love: the nature and chemistry of romantic love 
Ludmilla Petrushevskaya,there once lived a girl who seduced her sister's husband 
Joyce Carol Oates,Lovely  Dark  Deep 
Francine Prose,Lovers at the Chameleon Club  Paris 1932 
Mat (1970- ) Johnson,loving day 
James K Galbraith,predator state  the 
Jonathan Chait,big con  the: the true story of how washington got hoodwinked and hijacked by crackpot economics 
James Wolcott,lucking out 
Bruce Jay Friedman,lucky bruce 
Amy Bloom,Lucky Us 
Lucy Worsley,art of the english murder  the 
Adam Thirlwell,lurid & cute 
Lydia Netzer,How to Tell Toledo From the Night Sky 
Lynette Yiadom-Boakye,lynette yiadom-boakye 
Matthew Sharpe,what we are 
George Balanchine,I Was a Dancer: A Memoir 
Francis Fukuyama,our posthuman future 
John Markoff,machines of loving grace 
Edward Luce,in spite of the gods: the strange rise of modern india 
William Boyd,Restless 
Jill Ciment,heroic measures 
Margaret Atwood,Maddaddam 
Mary Ruefle,madness  rack  and honey 
Roger Lowenstein,While America Aged 
Maggie Nelson,argonauts  the 
Maggie O'Farrell,Instructions for a Heatwave 
Maggie (1985- ) Thrash,honor girl 
Tom Bissell,magic hours 
Pico Iyer,abandon: a romance 
Lydia Millet,Magnificence 
James Harvey,movie love in the fifties 
Michael Malone,first lady 
Alan M Dershowitz,Is There a Right to Remain Silent? 
Arthur Kempton,boogaloo 
Jennine Capo (1981- ) Crucet,make your home among strangers 
Anne Enright,making babies 
Stephen King,on writing: a memoir of the craft 
Simon Lamb,devil in the mountain 
Deborah Cramer,great waters: an atlantic passage 
Malcolm Gladwell,david and goliath 
Robert B Reich,aftershock: the next economy and americas future 
Ken Schultz,bass madness: bigmouths  big money  and big dreams at the bassmaster classic 
Daniel Woodrell,death of sweet mister  the 
Thomas Page McBee,man alive 
Mary Ellen Mark,man and beast 
Julia Glass,three junes 
Eric Weiner,Man Seeks God 
Diane Cook,man v nature 
Richard Ellis,aquagenesis: the origin and evolution of life in the sea 
Vali Nasr,shia revival  the 
Rob Walker,buying in 
Clay Shirky,cognitive surplus: creativity and generosity in a connected age 
Ira Berlin,generations of captivity 
Eavan Boland,against love poetry 
Dick Teresi,lost discoveries 
Sebastian Haffner,defying hitler: a memoir 
Marci Shore,taste of ashes  the 
Margaret Forster,unknown bridesmaid  the 
Joan Frank,boys keep being born: stories 
Elizabeth Royte,Bottlemania 
Marie Lu,young elites  the 
Marilyn Minter,marilyn minter 
Marilynne Robinson,When I Was a Child I Read Books 
Michael Tolkin,return of the player  the 
Mario Vargas Llosa,notes on the death of culture 
John Green,will grayson  will grayson 
Gregory Maguire,lost cities  the 
David Klass,earthgirl 
Dale Peck,lost cities  the 
Steven Spielberg,War Horse 
Tessa Hadley,everything will be all right 
Tessa Hadley,married love 
David Cannadine,ornamentalism: how the british saw their empire 
Antonia Fraser,Love and Louis XIV: The Women in the Life of the Sun King 
Matthew Olshan,Marshlands 
Martin Amis,zone of interest  the 
Marisa Silver,Mary Coin 
Mary Helen (1979- ) Specht,migratory animals 
Austin Clarke,polished hoe  the 
Mary Miller,last days of california  the 
Roberto Bolano,skating rink  the 
Javier Marias,'voyage along the horizon' 
Anya Bremzen,mastering the art of soviet cooking 
Todd S Purdum,time of our choosing  a: america's war in iraq 
Danzy Senna,where did you sleep last night? 
Bill Peters,Maverick Jetpants in the City of Quality 
Colman Andrews Ecco/HarperCol,my usual table 
Heather Greene Viking Studio,hills of chianti  the 
Maya Van Wagenen,popular 
Anne Roiphe,secrets of the city 
Lauren Weber,in cheap we trust 
David Mamet,david mamet 
Jean-Philippe Toussaint,camera 
Thomas Keneally,commonwealth of thieves  a: the improbable birth of australia 
David Gilmour,film club  the 
Per Petterson,out stealing horses 
Patty Seyburn,hilarity 
Andre Iii Dubus,garden of last days  the 
Richard Powers,Generosity: An Enhancement 
Thomas Jefferson,thomas jefferson on wine 
Neil White,in the sanctuary of outcasts 
Eric Alterman,why we‰Ûªre liberals 
Joe Queenan,closing time 
Jamie James,snake charmer  the 
Jojo Moyes,Me Before You 
Brian R Little,me  myself  and us 
Joseph J Ellis,american creation: triumphs and tragedies at the founding of the republic 
Matthew Sharpe,jamestown 
Denis Johnson,nobody move 
Richard Wagamese,medicine walk 
Kevin Sampson,powder: a rock 'n' roll novel 
Kevin Chong,baroque-a-nova 
Kate (1965- ) Clanchy,meeting the english 
Richard Yancey,burning in homeland  a 
Thomas McGuane,driving on the rim 
Susan Gubar,memoir of a debulked woman 
Alma Guillermoprieto,dancing with cuba: a memoir of the revolution 
Jack Newfield,somebody's gotta tell it 
James Hynes,kings of infinite space 
Steven Rinehart,built in a day 
Sue Fishkoff,rebbe's army  the: inside the world of chabad-lubavitch 
Tom McCarthy,Men in Space 
Alexander (1971- ) Rose,men of war 
Jesmyn Ward,men we reaped 
Alice Randall,pushkin and the queen of spades 
Jonathan Franzen,discomfort zone  the: a personal history 
Aminatta Forna,Memory of Love  The 
Lydia Millet,mermaids in paradise 
Virginia Woolf,mrs. woolf and the servants 
Frank Bidart,Metaphysical Dog 
Richard Russo,Bridge of Sighs 
Caitlin Macy,fundamentals of play  the 
Michael B Oren,ally 
Lord Lieutenant,betrayal of trust  the 
Jonas LÌ_sche Michael Crummey,room  the 
Stefan Tobler),watcher  the 
Michael Paterniti,telling room  the 
Tara Chace,bone bed  the 
Michael Sokolove,drama high 
Bill Mauldin,Bill Mauldin 
Michel Faber,book of strange new things  the 
Michel Houellebecq,Map and the Territory  The 
Bob Dylan,Freeå_wheelin‰Ûª Time  A 
Michio Kaku,future of the mind  the 
William H Gass,Middle C 
Jim Gavin,middle men 
Charles King,midnight at the pera palace 
Alan Furst,midnight in europe 
Edward Ball,peninsula of lies 
Siddhartha Deb,point of return  the 
John Keay,midnight's descendants 
John Keay,midnight's descendants 
Isabel Allende,my invented country: a nostalgic journey through chile 
Joyce Appleby,relentless revolution  the: a history of capitalism 
Sherwood Anderson,winesburg  ohio 
John Hemming,tree of rivers 
Maxine Swann,flower children 
Lucy Ellmann,Mimi 
Leif Enger,peace like a river 
Miranda July,it chooses you 
Brian Morton,breakable you 
Nicholas Christopher,bestiary  the 
Bruce Wagner,memorial 
Nell Zink,mislaid 
Carla Kaplan,miss anne in harlem 
Alexander Mccall Smith,tears of the giraffe 
Catherine Texier,victorine 
Adam Phillips,missing out 
Alan Furst,Mission to Paris 
Cynthia Voigt,mister max 
Mitchell S Jackson,residue years  the 
Ferdinand Mount,man who rode ampersand  the 
David Kynaston,modernity britain 
Mohsin Hamid,How to Get Filthy Rich in Rising Asia 
Molly Antopol,unamericans  the 
Roz Chast 32,It's Time for Preschool! 
Martha Mcphee,gorgeous lies 
Harvey Araton,alive and kicking 
Noor Al-hussein,leap of faith: memoirs of an unexpected life 
Felix Martin,money 
Daniel Smith,monkey mind 
Ray Bradbury,from the dust returned: a family remembrance 
Ian Rankin,bleeding hearts 
Keith Dixon,art of losing  the 
David R Swartz,Moral Minority 
Jim Dwyer,more awesome than money 
Adam (1990- ) Silvera,more happy than not 
Megan Hustad,more than conquerors 
Benjamin Cheever,the fragile edge: diving and other adventures in the south pacific 
Julia Whitty,the fragile edge: diving and other adventures in the south pacific 
Sara Wheeler,Magnetic North  The: Notes From the Artic Circle 
James Barron,piano: the making of a steinway concert grand 
Henry Shukman,lost city  the 
Morrissey,Autobiography 
Amy Chua,day of empire 
Bill McKibben,deep economy: the wealth of communities and the durable future 
Michael D'Antonio,mortal sins 
Christopher Hitchens,Mortality 
Alfred Kazin,alfred kazin: a biography  
Gilles Kepel,jihad: the trail of political islam 
Frederick Barthelme,elroy nights 
Blake Morrison,things my mother never told me 
Maria Hummel,Motherland 
David Grand,Mount Terminus 
Robert Bausch,gypsy man  the 
Ari L Goldman,living a year of kaddish 
Jerry Zolten,great god a'mighty! the dixie hummingbirds 
Helen Oyeyemi,mr fox 
Gordie Howe,mr hockey 
Bernardine Evaristo,mr loverman 
Alfred Jr Appel,jazz modernism 
Robin Sloan,mr penumbra's 24-hour bookstore 
Shashi Tharoor,riot 
Tony Earley,mr tall 
Jillian Cantor,mrs poe 
Kate Summerscale,mrs robinson's disgrace 
Carol Gilligan,birth of pleasure  the 
Bryan Mealer,muck city 
Ingrid Betancourt,until death do us part 
Joyce Carol Oates,Mudwoman 
James Campbell,syncopations 
Michael Knox Beran,murder by candlelight 
John Taylor,count and the confession  the: a true mystery 
Patricia Highsmith,nothing that meets the eye 
Jenny McPhee,man of no moon  a 
Aaron Cohen,jagger 
David Kirby,house on boulevard st.   the: new and selected poems 
Krista Bremer,my accidental jihad 
Scott Stossel,my age of anxiety 
Robert Sullivan,My American Revolution 
Esther Freud,sea house  the 
Joanna Lipper,growing up fast 
Sonia Sotomayor,My Beloved World 
Jeffrey Eugenides,middlesex 
Barbara Gowdy,romantic  the 
Christian Wiman,my bright abyss 
Jonas Jonasson,100-year-old man who climbed out the window... 
Molly Haskell,my brother my sister 
Susan Choi,My Education 
Corinna Vallianatos,my escapee 
Michael Janeway,fall of the house of roosevelt  the 
Patricio Pron,my father's ghost is climbing in the rain 
Steven J,hollywood rides a bike 
Domingo Martinez,my heart is a drunken compass 
Nick Tosches,in the hand of dante 
Brian (1967- ) Turner,my life as a foreign country 
Daniel Menaker,my mistake 
Katherine Betts,my paris dream 
Maureen N McLane,My Poets 
Ari Shavit,my promised land 
Joanna Rakoff,My Salinger Year 
Laura Kasischke,life before her eyes  the 
Vassilis Vassilikos,few things i know about glafkos thrassakis  the 
Stephanie Perkins,my true love gave to me 
Joseph Luzzi,my two italies 
James Trefil,human nature 
Eugenia Bone,mycophilia 
Daw Aung San Suu Kyi,perfect hostage 
Dave Itzkoff,Cocaine's Son: A Memoir 
James F Brown,freedom's gardener 
Margriet De Moor,first gray  then white  then blue 
Mark Kurlansky,salt: a world history 
Nadifa Mohamed,orchard of lost souls  the 
Susan M (1956- ) Southard,nagasaki 
Susan Minot,rapture 
Chuck Palahniuk,lullaby 
Stuart Isacoff,temperament 
Daniel Pipes,militant islam reaches america 
Naomi Klein,this changes everything 
Sheila Kohler Penguin,anatomy lesson  the 
Natasha Farrant,After Iris 
Nate Anderson,internet police  the 
Nathan Englander,what we talk about when we talk about anne frank 
Nathaniel Popper,digital gold 
Jonathan Bate,john clare: a biography 
Svante Paabo,neanderthal man 
Fannie Flagg,standing in the rainbow 
Neil Gaiman,ocean at the end of the lane  the 
Neil Gaiman,trigger warning 
Neil Young,Waging Heavy Peace 
Nell Zink,wallcreeper  the 
Robert (1937-2015) Stone,Fun With Problems: Stories 
Elizabeth Crane,when the messenger is hot: stories 
Esther Ehrlich,Nest 
William Gibson,pattern recognition 
Tom Wakeford,dugan under ground 
Mark Evanier,mad art 
Steve (Journalist) Silberman,neurotribes 
Maurizio Giovanni,day of the dead  the 
Jim Sterba,frankie's place: a love story 
Patricia McCormick,Never Fall Down 
Peter Carey,my life as a fake 
Laird Hunt,Neverhome 
Peter M Leschak,ghosts of the fireground 
Andrew Wilson,shadow of the titanic 
Lawrence Weschler,uncanny valley 
Dimitry Elias LÌ©ger Amistad,god loves haiti 
Iraq,Dear Blue Sky 
George Benson,benson 
Caroline Brothers,this isn't the sort of thing that happens to someone 
Jens Lapidus Karin Fossum,alphabet house  the 
Dan Vyleta,quiet twin  the 
Simon Mawer,testament of jessie lamb  the 
Mikey Walsh,gypsy boy 
Al,next right thing  the 
Richard Mason,healing  the 
Gail Caldwell,new life  no instructions 
Ludmilla Petrushevskaya,there once lived a mother who loved her children 
Max Beckmann,max beckmann 
Paul Ginsborg,italy and its discontents 
Joan Leegant,wherever you go 
Lily Koppel,red leather diary  the 
Gotz Aly,red leather diary  the 
Jennifer Haigh,news from heaven 
Flannery O'Connor,Walk the Blue Fields 
Eduardo Galeano,mirrors: stories of almost everyone 
Susan Isaacs,long time no see 
Robert Kanigel,high season 
Nicholas Shakespeare,priscilla 
Nicholson Baker,Traveling Sprinkler 
Joe Hill,Heart-Shaped Box 
Nick Hornby,funny girl 
Nicole Hardy,confessions of a latter-day virgin 
Kirstin Valdez (1980- ) Quade,night at the fiestas 
Laurie Sheck,black series: poems 
Marisha Pessl,Night Film 
Charles Frazier,nightwoods 
Russian Nikolai Le,enchanted wanderer and other stories  the 
Noelle (1991- ) Stevenson,nimona 
Nina Stibbe,man at the helm 
Tom Perrotta,nine inches 
South African Adam S,Eddie Signwriter 
Chimamanda Ngozi Adichie,half of a yellow sun 
Leah Hager Cohen,No Book but the World 
Elizabeth Weil,No Cheating  No Dying 
